"gvkey","company_name","final_commitment_year","commitment_date_source","match_method"
"210216","Telstra Group Limited",2020,"historical_committed","ISIN"
"210418","ABB",2019,"historical_committed","ISIN"
"210479","GROUPE RENAULT",2019,"inferred_from_targets_set","ISIN"
"210614","Go-Ahead Holdings Limited",2020,"inferred_from_targets_set","ISIN"
"210823","Mayr-Melnhof Karton AG",2021,"historical_committed","ISIN"
"211009","Infosys Limited",2020,"historical_committed","ISIN"
"211167","Shree Cement Ltd.",2019,"inferred_from_targets_set","ISIN"
"211294","Dalmia Bharat Limited",2019,"historical_committed","ISIN"
"211415","Sopra Steria Group",2015,"historical_committed","ISIN"
"211447","Kuehne + Nagel International AG",2020,"historical_committed","ISIN"
"211452","Nokian Tyres plc",2019,"historical_committed","ISIN"
"211503","Teleperformance",2020,"inferred_from_targets_set","ISIN"
"211777","Cofinimmo",2019,"inferred_from_targets_set","ISIN"
"211819","National Grid (Group) PLC",2015,"historical_committed","ISIN"
"212167","SKYCITY Entertainment Group Limited",2019,"inferred_from_targets_set","ISIN"
"212437","Millennium & Copthorne Hotels plc.",2019,"inferred_from_targets_set","ISIN"
"212596","Ubisoft Entertainment",2021,"historical_committed","ISIN"
"212650","Transurban Group",2019,"inferred_from_targets_set","ISIN"
"212748","LITE-ON technology corp.",2018,"inferred_from_targets_set","ISIN"
"212773","Imperial Brands",2019,"inferred_from_targets_set","ISIN"
"212786","Melia Hotels International SA",2019,"inferred_from_targets_set","ISIN"
"212948","FAST RETAILING CO., LTD.",2019,"historical_committed","ISIN"
"213042","Konecranes Oyj",2021,"historical_committed","ISIN"
"213083","AVEVA Group",2021,"historical_committed","ISIN"
"213095","JD Sports Fashion PLC",2021,"historical_committed","ISIN"
"213223","Charles Taylor",2022,"historical_committed","exact_name"
"213290","Aguas Andinas S.A.",2019,"historical_committed","ISIN"
"2136","Verizon",2019,"historical_committed","ISIN"
"2137","BCE Inc.",2021,"historical_committed","ISIN"
"21408","Groupe Bruxelles Lambert",2021,"historical_committed","ISIN"
"214526","Magyar Telekom Plc.",2019,"inferred_from_targets_set","ISIN"
"214527","Taishin Financial Holdings",2021,"inferred_from_targets_set","ISIN"
"215422","Mowi ASA",2019,"historical_committed","ISIN"
"216603","dormakaba",2019,"historical_committed","ISIN"
"216667","ERG spa",2019,"historical_committed","ISIN"
"216861","Indra",2020,"historical_committed","ISIN"
"218399","Alstom",2020,"historical_committed","ISIN"
"2184","Best Buy Co., Inc.",2019,"inferred_from_targets_set","ISIN"
"21864","CGI Inc",2020,"historical_committed","ISIN"
"220301","Merck KGaA",2021,"historical_committed","ISIN"
"220303","Aurubis AG",2020,"historical_committed","ISIN"
"220579","Telia Company",2019,"historical_committed","ISIN"
"220601","Informa plc",2019,"inferred_from_targets_set","ISIN"
"220920","EDF Group",2019,"inferred_from_targets_set","ISIN"
"220940","Orange",2019,"historical_committed","ISIN"
"220942","ENGIE",2019,"inferred_from_targets_set","ISIN"
"220986","Manitou Group",2021,"historical_committed","ISIN"
"221244","Adidas AG",2020,"historical_committed","ISIN"
"221261","Coca-Cola HBC (Hellenic Bottling Company) AG",2016,"inferred_from_targets_set","ISIN"
"221499","Rockwool Group",2019,"inferred_from_targets_set","ISIN"
"221612","Telenor Group",2020,"historical_committed","ISIN"
"221616","Deutsche Telekom AG",2019,"inferred_from_targets_set","ISIN"
"221858","Reckitt Benckiser Group plc",2019,"historical_committed","ISIN"
"221884","Gecina",2017,"historical_committed","ISIN"
"222281","Morgan Sindall Group plc",2015,"historical_committed","ISIN"
"222284","Covivio",2019,"inferred_from_targets_set","ISIN"
"222286","Tele2 AB",2020,"historical_committed","ISIN"
"222302","Intermediate Capital Group",2020,"inferred_from_targets_set","ISIN"
"222340","Dürr Aktiengesellschaft",2021,"historical_committed","ISIN"
"222379","Kering",2015,"historical_committed","ISIN"
"222398","Aeon Co., Ltd.",2018,"historical_committed","ISIN"
"222601","A2A S.p.A.",2019,"historical_committed","ISIN"
"223098","Dr. Reddy’s Laboratories Ltd.",2020,"inferred_from_targets_set","ISIN"
"223150","SoftBank Corp.",2020,"inferred_from_targets_set","ISIN"
"223520","ERAMET",2020,"inferred_from_targets_set","ISIN"
"223528","Japan Tobacco Inc.",2019,"inferred_from_targets_set","ISIN"
"223911","NTT Docomo Inc.",2017,"historical_committed","ISIN"
"224159","Barry Callebaut",2019,"historical_committed","ISIN"
"225016","Bonduelle Group",2021,"inferred_from_targets_set","exact_name"
"225094","Vestas Wind Systems",2019,"historical_committed","ISIN"
"227218","BEFIMMO SA",2021,"inferred_from_targets_set","ISIN"
"227916","Contact Energy",2019,"inferred_from_targets_set","ISIN"
"22815","Trimble Inc",2021,"inferred_from_targets_set","exact_name"
"228796","BRISA BRIDGESTONE SABANCI TYRE MANUFACTURING AND TRADING INC.",2017,"historical_committed","ISIN"
"231809","Unite Students",2016,"historical_committed","ISIN"
"232106","Lundbeck A/S",2015,"inferred_from_targets_set","ISIN"
"23238","Etsy, Inc.",2020,"inferred_from_targets_set","ISIN"
"232630","NOS, SPGS, S.A.",2020,"historical_committed","ISIN"
"232646","Ørsted",2017,"inferred_from_targets_set","ISIN"
"233458","Soitec",2020,"inferred_from_targets_set","ISIN"
"2337","Resolute Forest Products",2021,"historical_committed","ISIN"
"233721","KOSÉ Corporation",2020,"historical_committed","ISIN"
"234079","Domino's Pizza Group plc",2021,"inferred_from_targets_set","ISIN"
"234087","Elisa Corporation",2017,"historical_committed","ISIN"
"234201","Midsona AB",2020,"historical_committed","ISIN"
"234222","Knowit AB (publ)",2021,"historical_committed","ISIN"
"234223","Kungsleden AB",2020,"inferred_from_targets_set","ISIN"
"234876","Boral Limited",2021,"historical_committed","ISIN"
"235800","Fastweb S.p.A.",2019,"inferred_from_targets_set","ISIN"
"235820","HCL Technologies",2019,"historical_committed","ISIN"
"23667","Koninklijke Ahold Delhaize N.V.",2019,"historical_committed","ISIN"
"23671","Nokia Group",2020,"inferred_from_targets_set","ISIN"
"237419","Givaudan SA",2015,"historical_committed","ISIN"
"238516","Currys plc",2020,"inferred_from_targets_set","ISIN"
"238616","Veolia Environnement S.A.",2017,"historical_committed","ISIN"
"238725","Le Bélier",2021,"historical_committed","ISIN"
"23917","Wereldhave",2019,"inferred_from_targets_set","ISIN"
"240656","Taiwan Mobile Co., Ltd",2017,"historical_committed","ISIN"
"2408","TELUS Corporation",2020,"inferred_from_targets_set","ISIN"
"2411","BT plc",2015,"historical_committed","ISIN"
"241161","Siemens Gamesa Renewable Energy, S.A.",2019,"historical_committed","ISIN"
"241216","Syngenta",2019,"inferred_from_targets_set","ISIN"
"241336","Novozymes A/S (part of the Novonesis group)",2019,"inferred_from_targets_set","ISIN"
"241537","CapitaLand",2019,"inferred_from_targets_set","ISIN"
"241561","easyJet plc",2021,"historical_committed","ISIN"
"241637","AB InBev",2019,"inferred_from_targets_set","ISIN"
"241704","ASKUL Corporation",2019,"inferred_from_targets_set","ISIN"
"241904","Singapore Exchange Limited",2021,"historical_committed","ISIN"
"242977","AUO Corporation",2017,"historical_committed","ISIN"
"243090","Compass Group UK&I",2020,"inferred_from_targets_set","ISIN"
"243480","Advantech Co., Ltd.",2020,"inferred_from_targets_set","ISIN"
"24405","Zebra Technologies Corporation",2021,"historical_committed","ISIN"
"244394","MVV Energie AG",2015,"historical_committed","ISIN"
"24468","Biogen Inc.",2016,"historical_committed","ISIN"
"245663","Inditex",2016,"historical_committed","ISIN"
"24616","PayPal",2019,"historical_committed","ISIN"
"246217","NEXANS",2021,"historical_committed","ISIN"
"246706","London Stock Exchange Group PLC",2017,"historical_committed","ISIN"
"24731","Kimco Realty Corporation",2020,"inferred_from_targets_set","ISIN"
"24856","Gilead Sciences, Inc.",2020,"historical_committed","ISIN"
"249178","Billerud AB",2017,"historical_committed","ISIN"
"249298","Dentsu Group Inc.",2015,"historical_committed","ISIN"
"249604","Nomura Research Institute, Ltd.",2016,"historical_committed","ISIN"
"249738","Fubon Financial Holdings",2017,"historical_committed","ISIN"
"249947","ASOS",2020,"inferred_from_targets_set","ISIN"
"250639","EIZO Corporation",2021,"inferred_from_targets_set","ISIN"
"251118","Bharti Airtel Limited",2019,"historical_committed","ISIN"
"251303","LG Electronics Inc.",2020,"inferred_from_targets_set","ISIN"
"252285","Nobia AB",2020,"historical_committed","ISIN"
"252295","Far EasTone Telecommunications Co., Ltd.",2019,"inferred_from_targets_set","ISIN"
"252378","Burberry Limited",2019,"inferred_from_targets_set","ISIN"
"25259","DGB FINANCIAL GROUP",2019,"historical_committed","ISIN"
"252604","Greenyard NV",2020,"historical_committed","ISIN"
"252666","Lerøy Seafood Group ASA",2020,"historical_committed","ISIN"
"253596","iGO4 Limited",2021,"inferred_from_targets_set","exact_name"
"25434","Starbucks",2020,"historical_committed","ISIN"
"255839","ComfortDelGro Corporation Limited",2021,"historical_committed","ISIN"
"25645","Albertsons Companies, Inc",2021,"historical_committed","ISIN"
"257018","Seiko Epson Corporation",2017,"historical_committed","ISIN"
"2574","CSX Corporation",2019,"inferred_from_targets_set","ISIN"
"25749","ASGN Incorporated",2022,"historical_committed","ISIN"
"257664","Renesas Electronics Corporation",2021,"historical_committed","ISIN"
"258460","Tokyu Construction Co., Ltd.",2019,"inferred_from_targets_set","ISIN"
"260774","CBRE",2019,"historical_committed","ISIN"
"26156","Hewlett Packard Enterprise Company",2016,"historical_committed","ISIN"
"26494","Atlassian Corporation Plc",2019,"historical_committed","ISIN"
"2663","Campbell Soup Company",2020,"historical_committed","ISIN"
"2675","Maple Leaf Foods Inc.",2019,"inferred_from_targets_set","ISIN"
"269422","Nemak, S.A.B. de C.V.",2019,"historical_committed","ISIN"
"269532","Genesis Energy Ltd",2020,"historical_committed","ISIN"
"2696","Canadian National Railway Company",2016,"inferred_from_targets_set","ISIN"
"270045","Meridian Energy",2021,"inferred_from_targets_set","ISIN"
"270046","Fonterra Co-operative Group Limited",2019,"inferred_from_targets_set","ISIN"
"270321","Halfords Group PLC",2021,"historical_committed","ISIN"
"270451","Terna S.p.A.",2020,"historical_committed","ISIN"
"270578","bioMerieux",2021,"historical_committed","ISIN"
"270791","UltraTech Cement Limited",2020,"historical_committed","ISIN"
"271217","Ferrovial",2016,"historical_committed","ISIN"
"271247","Nexity SA",2019,"historical_committed","ISIN"
"271471","Emmi Group",2020,"historical_committed","ISIN"
"271763","LANXESS AG",2021,"inferred_from_targets_set","ISIN"
"271810","Goodman Group",2021,"inferred_from_targets_set","ISIN"
"271928","Altri SGPS S.A.",2020,"historical_committed","ISIN"
"272365","Olam International Ltd.",2017,"historical_committed","ISIN"
"27240","Bally's Corporation",2022,"historical_committed","ISIN"
"273071","Cargotec",2019,"inferred_from_targets_set","ISIN"
"273166","Alma Media",2018,"historical_committed","ISIN"
"273432","EDP Energias do Brasil S.A.",2020,"inferred_from_targets_set","ISIN"
"274379","Cermaq Group",2020,"inferred_from_targets_set","ISIN"
"274722","Ipsen SA",2021,"historical_committed","ISIN"
"274729","ICA Gruppen",2017,"historical_committed","ISIN"
"274753","BRITVIC PLC",2019,"historical_committed","ISIN"
"275461","QinetiQ Group Plc",2019,"historical_committed","ISIN"
"276585","Wacker Chemie AG",2021,"historical_committed","ISIN"
"277039","Legrand",2017,"historical_committed","ISIN"
"277144","Europcar Mobility Group",2020,"historical_committed","ISIN"
"277846","WSP Global Inc.",2020,"inferred_from_targets_set","ISIN"
"277897","Oesterreichische Post AG (Austrian Post)",2022,"historical_committed","ISIN"
"277941","Husqvarna AB",2016,"inferred_from_targets_set","ISIN"
"278310","Klöckner & Co",2020,"historical_committed","ISIN"
"278736","Tech Mahindra",2016,"historical_committed","ISIN"
"27928","Intuit",2019,"inferred_from_targets_set","ISIN"
"279327","Experian",2020,"inferred_from_targets_set","ISIN"
"281772","Symrise AG",2016,"historical_committed","ISIN"
"28272","AstraZeneca",2015,"historical_committed","ISIN"
"283184","Smurfit Kappa Group",2020,"historical_committed","ISIN"
"284165","Alstria office REIT-AG",2019,"inferred_from_targets_set","ISIN"
"284521","Prysmian",2020,"inferred_from_targets_set","ISIN"
"284523","SalMar ASA",2021,"historical_committed","ISIN"
"284618","Hilton Food Group",2020,"inferred_from_targets_set","ISIN"
"284798","Grieg Seafood ASA",2019,"inferred_from_targets_set","ISIN"
"285169","Mondi plc",2019,"historical_committed","ISIN"
"285188","Marfrig Global Foods S.A.",2020,"historical_committed","ISIN"
"287943","Croda International Plc",2020,"inferred_from_targets_set","ISIN"
"28839","Minor Hotels Europe & Americas, S.A.",2016,"historical_committed","ISIN"
"2884","Lumen Technologies, Inc.",2018,"inferred_from_targets_set","ISIN"
"28844","Coca-Cola FEMSA",2019,"historical_committed","ISIN"
"288991","Safaricom Limited",2016,"historical_committed","ISIN"
"289259","SUEZ",2019,"inferred_from_targets_set","ISIN"
"29015","Deckers Brands",2020,"inferred_from_targets_set","ISIN"
"290542","Cloetta AB",2020,"historical_committed","ISIN"
"29389","Simon Property Group",2019,"inferred_from_targets_set","ISIN"
"294327","Zhejiang Narada Power Source Co., Ltd.",2020,"inferred_from_targets_set","ISIN"
"294569","L'OCCITANE INTERNATIONAL SA",2021,"historical_committed","ISIN"
"294764","Chr. Hansen A/S",2020,"historical_committed","ISIN"
"295526","Pandora A/S",2020,"historical_committed","ISIN"
"297864","Bulten AB",2021,"historical_committed","ISIN"
"29789","Arcadis NV",2021,"historical_committed","ISIN"
"298235","Salvatore Ferragamo Group",2019,"inferred_from_targets_set","ISIN"
"29830","WestRock Company",2021,"historical_committed","ISIN"
"29875","AvalonBay Communities, Inc.",2019,"inferred_from_targets_set","ISIN"
"29984","Prologis Inc.",2018,"historical_committed","ISIN"
"29985","Stantec Inc.",2020,"inferred_from_targets_set","ISIN"
"30024","Millicom International Cellular S.A.",2021,"historical_committed","ISIN"
"30091","Snap Inc.",2020,"inferred_from_targets_set","ISIN"
"30112","TDC NET A/S",2019,"historical_committed","ISIN"
"3026","Church & Dwight Co. Inc.",2021,"inferred_from_targets_set","ISIN"
"30443","Fresh Del Monte Produce Inc.",2020,"historical_committed","ISIN"
"30501","KB Financial Group",2020,"inferred_from_targets_set","ISIN"
"30637","Veris Residential",2021,"inferred_from_targets_set","exact_name"
"30736","Okta, Inc",2021,"historical_committed","ISIN"
"31142","STMicroelectronics NV",2019,"inferred_from_targets_set","ISIN"
"3121","The Clorox Company",2019,"historical_committed","ISIN"
"312416","Alpek S.A.B. de C.V.",2021,"inferred_from_targets_set","ISIN"
"312706","TCI Co., Ltd.",2020,"inferred_from_targets_set","ISIN"
"313855","Borregaard AS",2017,"historical_committed","ISIN"
"3144","The Coca-Cola Company",2018,"inferred_from_targets_set","ISIN"
"314580","Chicony Power Technology Co., Ltd.",2021,"historical_committed","ISIN"
"315566","bpostgroup",2018,"historical_committed","ISIN"
"315648","Suntory Beverage & Food Limited",2019,"inferred_from_targets_set","ISIN"
"315784","JB Financial Group Co., Ltd.",2021,"historical_committed","ISIN"
"316895","Moncler Group",2020,"historical_committed","ISIN"
"3170","Colgate Palmolive Company",2015,"historical_committed","ISIN"
"317115","HK Electric Investments (HKEI)",2017,"inferred_from_targets_set","ISIN"
"317272","Boohoo Group PLC",2021,"historical_committed","ISIN"
"317305","Pets at Home Group",2021,"historical_committed","ISIN"
"317427","Nomad Foods Ltd.",2020,"historical_committed","ISIN"
"317540","Applus Services, S.A",2021,"inferred_from_targets_set","ISIN"
"317781","B&M European Value Retail S.A",2021,"inferred_from_targets_set","ISIN"
"317828","Ontex",2021,"historical_committed","ISIN"
"317843","FDM Group (Holdings) plc",2021,"inferred_from_targets_set","ISIN"
"317891","Worldline",2019,"historical_committed","ISIN"
"318434","Zalando SE",2019,"historical_committed","ISIN"
"318718","Thule Group AB",2020,"historical_committed","ISIN"
"319417","Auto Trader Group plc",2020,"inferred_from_targets_set","ISIN"
"319659","CELLNEX TELECOM S.A.",2019,"historical_committed","ISIN"
"321591","Tokmanni Oy",2019,"historical_committed","ISIN"
"321698","Signify",2019,"inferred_from_targets_set","ISIN"
"321980","Enav Group",2021,"historical_committed","ISIN"
"323931","Gestamp",2015,"historical_committed","ISIN"
"324770","Essity AB",2019,"inferred_from_targets_set","ISIN"
"325572","Pirelli & C. S.p.A",2019,"inferred_from_targets_set","ISIN"
"326097","Greenalia S.A.",2021,"inferred_from_targets_set","ISIN"
"326765","Siemens Healthineers AG",2020,"inferred_from_targets_set","ISIN"
"334028","Verallia",2020,"historical_committed","ISIN"
"3362","Conagra Brands, Inc.",2019,"historical_committed","ISIN"
"338557","JDE Peet’s N.V.",2021,"historical_committed","ISIN"
"339015","Metso Outotec",2019,"historical_committed","ISIN"
"340153","Siemens Energy",2020,"inferred_from_targets_set","ISIN"
"34029","FARFETCH Limited",2021,"inferred_from_targets_set","ISIN"
"342394","MITCON Consultancy & Engineering Services Limited",2020,"inferred_from_targets_set","ISIN"
"3505","Molson Coors Brewing Company",2019,"inferred_from_targets_set","ISIN"
"3619","Crown Holdings, Inc",2019,"historical_committed","ISIN"
"3650","Cummins",2017,"historical_committed","ISIN"
"3813","Target Corporation",2018,"historical_committed","ISIN"
"4058","Dover Corporation",2020,"inferred_from_targets_set","ISIN"
"4199","Eaton",2018,"historical_committed","ISIN"
"4213","Ecolab Inc.",2019,"inferred_from_targets_set","ISIN"
"4321","Emerson Electric Co.",2021,"inferred_from_targets_set","ISIN"
"4439","Ericsson Group",2017,"historical_committed","ISIN"
"4579","Farmer Bros. Co",2016,"inferred_from_targets_set","ISIN"
"4839","Ford Motor Company",2020,"inferred_from_targets_set","ISIN"
"4925","FUJIFILM Holdings Corporation",2017,"historical_committed","ISIN"
"4990","Gap Inc.",2018,"historical_committed","ISIN"
"5071","General Mills Inc.",2014,"inferred_from_targets_set","ISIN"
"5073","General Motors",2020,"inferred_from_targets_set","ISIN"
"5180","GSK",2016,"historical_committed","ISIN"
"5543","Welltower Inc.",2021,"inferred_from_targets_set","exact_name"
"5572","Helen of Troy Limited",2020,"inferred_from_targets_set","ISIN"
"5597","The Hershey Company",2019,"historical_committed","ISIN"
"5606","HP Inc.",2016,"historical_committed","ISIN"
"5643","Hilton",2019,"inferred_from_targets_set","ISIN"
"5690","HNI Corporation",2019,"historical_committed","ISIN"
"6034","Interface",2020,"inferred_from_targets_set","ISIN"
"6078","International Flavors & Fragrances Inc.",2019,"inferred_from_targets_set","ISIN"
"6104","International Paper Company",2020,"inferred_from_targets_set","ISIN"
"61214","ASML Holdings",2021,"inferred_from_targets_set","ISIN"
"61440","Koninklijke KPN NV (Royal KPN)",2015,"historical_committed","ISIN"
"61483","DaVita",2020,"inferred_from_targets_set","ISIN"
"61567","The Estée Lauder Companies",2019,"historical_committed","ISIN"
"6216","Jacobs",2019,"inferred_from_targets_set","ISIN"
"62374","Iron Mountain",2019,"inferred_from_targets_set","ISIN"
"62403","Fletcher Building Limited",2019,"historical_committed","ISIN"
"62557","SCANIA CV",2019,"historical_committed","ISIN"
"6266","Johnson & Johnson",2019,"inferred_from_targets_set","ISIN"
"6268","Johnson Controls International plc",2019,"historical_committed","ISIN"
"63123","Genesee & Wyoming Inc.",2022,"historical_committed","LEI"
"63169","Dassault Systemes",2020,"historical_committed","ISIN"
"63447","Guess?, Inc.",2018,"historical_committed","ISIN"
"6375","Kellanova",2015,"historical_committed","ISIN"
"63927","United Natural Foods, Inc.",2021,"historical_committed","ISIN"
"64306","Kilroy Realty Corporation",2018,"historical_committed","ISIN"
"6435","Kimberly-Clark Corporation",2019,"historical_committed","ISIN"
"64690","Autoliv Inc",2021,"historical_committed","ISIN"
"64891","Ralph Lauren Corporation",2019,"inferred_from_targets_set","ISIN"
"64910","EDP, S.A.",2017,"inferred_from_targets_set","ISIN"
"64925","BXP",2019,"historical_committed","ISIN"
"65108","JLL",2019,"historical_committed","ISIN"
"6512","KYOCERA Corporation",2019,"inferred_from_targets_set","ISIN"
"65417","Yum! Brands, Inc.",2020,"inferred_from_targets_set","ISIN"
"65430","The Children's Place, Inc.",2020,"inferred_from_targets_set","ISIN"
"66290","Steelcase Inc.",2019,"inferred_from_targets_set","ISIN"
"66600","Asia Cement Corporation",2020,"historical_committed","ISIN"
"7063","Host Hotels & Resorts, Inc.",2016,"inferred_from_targets_set","ISIN"
"7114","Panasonic Holdings Corporation",2017,"inferred_from_targets_set","ISIN"
"7146","McCormick & Company, Incorporated",2019,"inferred_from_targets_set","ISIN"
"7154","McDonald's Corporation",2019,"inferred_from_targets_set","ISIN"
"7163","S&P Global Inc.",2020,"inferred_from_targets_set","ISIN"
"7241","CVS Health",2017,"historical_committed","ISIN"
"7257","Merck & Co., Inc., Rahway, NJ USA, which is known as MSD outside the U.S. and Canada",2017,"historical_committed","ISIN"
"7652","NEC Corporation",2018,"historical_committed","ISIN"
"7881","Newmont Corporation",2020,"historical_committed","ISIN"
"7906","NIKE, Inc.",2018,"historical_committed","ISIN"
"7923","Norfolk Southern Corporation",2020,"inferred_from_targets_set","ISIN"
"8020","Novo Nordisk A/S",2017,"historical_committed","ISIN"
"8214","Owens Corning",2016,"historical_committed","ISIN"
"8215","O-I Glass",2019,"inferred_from_targets_set","ISIN"
"8253","PACCAR Inc",2020,"inferred_from_targets_set","ISIN"
"8479","PepsiCo, Inc.",2016,"inferred_from_targets_set","ISIN"
"8530","Pfizer Inc.",2015,"inferred_from_targets_set","ISIN"
"8543","Altria Group, Inc.",2019,"historical_committed","ISIN"
"8546","Royal Philips N.V.",2015,"historical_committed","ISIN"
"8551","PVH Corp.",2019,"historical_committed","ISIN"
"8762","Procter & Gamble Company",2014,"inferred_from_targets_set","ISIN"
"9098","Thomson Reuters",2019,"historical_committed","ISIN"
"9135","Ricoh Co., Ltd.",2015,"historical_committed","ISIN"
"9555","Sealed Air Corp.",2017,"historical_committed","ISIN"
"9777","The J.M. Smucker Company",2020,"historical_committed","ISIN"
"9815","Sonoco Products Company",2020,"inferred_from_targets_set","ISIN"
"9818","Sony Group Corporation",2015,"inferred_from_targets_set","ISIN"
"9899","AT&T Inc.",2019,"historical_committed","ISIN"
